Study Name	Ni_beamline_2018_02_02
Sample Name	31MeV_Ni_in_Ni
Run Name	run02
Operator	Cody
Date	2/2/2018
Time	2:41 PM
Sign	FIX
Grating Spacing	04.53um
Channel	2
Number Traces	1000
Files in Batch	0
Batch Number	266
dt	50.000001E-12
time stamp (ms)	7:08:23 PM
	
Time	Amplitude
0.000000E+0	-4.385894E-4
5.000000E-11	-6.064869E-4
1.000000E-10	-7.127078E-4
1.500000E-10	-7.503991E-4
2.000000E-10	-7.778109E-4
2.500000E-10	-7.812374E-4
3.000000E-10	-7.092813E-4
3.500000E-10	-5.790751E-4
4.000000E-10	-4.522953E-4
4.500000E-10	-3.392215E-4
5.000000E-10	-2.741184E-4
5.500000E-10	-2.775449E-4
6.000000E-10	-2.330006E-4
6.500000E-10	-8.223552E-5
7.000000E-10	3.769128E-5
7.500000E-10	8.908848E-5
8.000000E-10	1.816034E-4
8.500000E-10	2.432801E-4
9.000000E-10	1.987358E-4
9.500000E-10	2.090153E-4
1.000000E-9	3.426480E-4
1.050000E-9	3.871922E-4
1.100000E-9	2.912508E-4
1.150000E-9	2.261477E-4
1.200000E-9	2.124418E-4
1.250000E-9	1.781770E-4
1.300000E-9	8.908848E-5
1.350000E-9	-1.370592E-4
1.400000E-9	-4.865601E-4
1.450000E-9	-7.915169E-4
1.500000E-9	-1.038223E-3
1.550000E-9	-1.356886E-3
1.600000E-9	-1.627578E-3
1.650000E-9	-1.682402E-3
1.700000E-9	-1.613872E-3
1.750000E-9	-1.490519E-3
1.800000E-9	-1.257518E-3
1.850000E-9	-1.010812E-3
1.900000E-9	-8.394876E-4
1.950000E-9	-5.859281E-4
2.000000E-9	-2.501330E-4
2.050000E-9	-9.936792E-5
2.100000E-9	-1.610446E-4
2.150000E-9	-2.158682E-4
2.200000E-9	-2.330006E-4
2.250000E-9	-3.837657E-4
2.300000E-9	-6.476047E-4
2.350000E-9	-8.634729E-4
2.400000E-9	-1.027944E-3
2.450000E-9	-1.216400E-3
2.500000E-9	-1.391151E-3
2.550000E-9	-1.493945E-3
2.600000E-9	-1.569328E-3
2.650000E-9	-1.579607E-3
2.700000E-9	-1.449401E-3
2.750000E-9	-1.271224E-3
2.800000E-9	-1.171856E-3
2.850000E-9	-1.034797E-3
2.900000E-9	-7.709580E-4
2.950000E-9	-5.071190E-4
3.000000E-9	-2.981038E-4
3.050000E-9	-4.454424E-5
3.100000E-9	2.158682E-4
3.150000E-9	3.289421E-4
3.200000E-9	2.775449E-4
3.250000E-9	1.027944E-4
3.300000E-9	-2.055888E-4
3.350000E-9	-6.510312E-4
3.400000E-9	-1.182136E-3
3.450000E-9	-1.720093E-3
3.500000E-9	-2.175815E-3
3.550000E-9	-2.528742E-3
3.600000E-9	-2.765169E-3
3.650000E-9	-2.799434E-3
3.700000E-9	-2.583566E-3
3.750000E-9	-2.179241E-3
3.800000E-9	-1.651563E-3
3.850000E-9	-1.010812E-3
3.900000E-9	-2.672654E-4
3.950000E-9	5.208249E-4
4.000000E-9	1.199268E-3
4.050000E-9	1.658416E-3
4.100000E-9	1.956520E-3
4.150000E-9	2.124418E-3
4.200000E-9	2.131271E-3
4.250000E-9	1.997638E-3
4.300000E-9	1.792049E-3
4.350000E-9	1.507651E-3
4.400000E-9	1.141018E-3
4.450000E-9	7.469726E-4
4.500000E-9	3.220891E-4
4.550000E-9	-1.507651E-4
4.600000E-9	-6.304723E-4
4.650000E-9	-1.086194E-3
4.700000E-9	-1.521357E-3
4.750000E-9	-1.911976E-3
4.800000E-9	-2.244344E-3
4.850000E-9	-2.473918E-3
4.900000E-9	-2.563007E-3
4.950000E-9	-2.583566E-3
5.000000E-9	-2.597272E-3
5.050000E-9	-2.518463E-3
5.100000E-9	-2.306021E-3
5.150000E-9	-2.028476E-3
5.200000E-9	-1.740652E-3
5.250000E-9	-1.452827E-3
5.300000E-9	-1.216400E-3
5.350000E-9	-1.014238E-3
5.400000E-9	-8.326346E-4
5.450000E-9	-7.195608E-4
5.500000E-9	-6.955754E-4
5.550000E-9	-6.715901E-4
5.600000E-9	-6.099134E-4
5.650000E-9	-5.345309E-4
5.700000E-9	-4.454424E-4
5.750000E-9	-3.563539E-4
5.800000E-9	-2.775449E-4
5.850000E-9	-1.953094E-4
5.900000E-9	-1.027944E-4
5.950000E-9	-5.825016E-5
6.000000E-9	-8.566200E-5
6.050000E-9	-1.576181E-4
6.100000E-9	-2.090153E-4
6.150000E-9	-2.535595E-4
6.200000E-9	-3.666334E-4
6.250000E-9	-5.550897E-4
6.300000E-9	-7.298402E-4
6.350000E-9	-9.011642E-4
6.400000E-9	-1.127312E-3
6.450000E-9	-1.322621E-3
6.500000E-9	-1.394577E-3
6.550000E-9	-1.384298E-3
6.600000E-9	-1.336327E-3
6.650000E-9	-1.195841E-3
6.700000E-9	-9.251496E-4
6.750000E-9	-5.173985E-4
6.800000E-9	-1.370592E-5
6.850000E-9	5.242514E-4
6.900000E-9	1.099900E-3
6.950000E-9	1.685828E-3
7.000000E-9	2.117565E-3
7.050000E-9	2.330006E-3
7.100000E-9	2.467066E-3
7.150000E-9	2.566433E-3
7.200000E-9	2.446507E-3
7.250000E-9	2.117565E-3
7.300000E-9	1.723519E-3
7.350000E-9	1.298636E-3
7.400000E-9	9.148701E-4
7.450000E-9	7.229873E-4
7.500000E-9	7.538256E-4
7.550000E-9	1.010812E-3
7.600000E-9	1.610446E-3
7.650000E-9	2.648669E-3
7.700000E-9	4.132335E-3
7.750000E-9	6.116267E-3
7.800000E-9	8.645009E-3
7.850000E-9	1.169458E-2
7.900000E-9	1.526154E-2
7.950000E-9	1.934248E-2
8.000000E-9	2.381746E-2
8.050000E-9	2.854258E-2
8.100000E-9	3.352125E-2
8.150000E-9	3.866440E-2
8.200000E-9	4.372874E-2
8.250000E-9	4.863888E-2
8.300000E-9	5.347022E-2
8.350000E-9	5.807198E-2
8.400000E-9	6.220774E-2
8.450000E-9	6.593575E-2
8.500000E-9	6.938622E-2
8.550000E-9	7.245977E-2
8.600000E-9	7.508445E-2
8.650000E-9	7.736649E-2
8.700000E-9	7.939154E-2
8.750000E-9	8.111506E-2
8.800000E-9	8.249250E-2
8.850000E-9	8.346562E-2
8.900000E-9	8.398645E-2
8.950000E-9	8.407554E-2
9.000000E-9	8.374660E-2
9.050000E-9	8.289340E-2
9.100000E-9	8.148512E-2
9.150000E-9	7.961426E-2
9.200000E-9	7.733223E-2
9.250000E-9	7.461503E-2
9.300000E-9	7.157574E-2
9.350000E-9	6.844051E-2
9.400000E-9	6.530871E-2
9.450000E-9	6.224201E-2
9.500000E-9	5.936376E-2
9.550000E-9	5.685558E-2
9.600000E-9	5.484081E-2
9.650000E-9	5.336057E-2
9.700000E-9	5.237375E-2
9.750000E-9	5.182208E-2
9.800000E-9	5.173642E-2
9.850000E-9	5.216473E-2
9.900000E-9	5.295282E-2
9.950000E-9	5.392937E-2
1.000000E-8	5.512178E-2
1.005000E-8	5.654720E-2
1.010000E-8	5.802401E-2
1.015000E-8	5.945971E-2
1.020000E-8	6.094680E-2
1.025000E-8	6.244417E-2
1.030000E-8	6.387644E-2
1.035000E-8	6.532241E-2
1.040000E-8	6.681293E-2
1.045000E-8	6.824863E-2
1.050000E-8	6.965006E-2
1.055000E-8	7.104806E-2
1.060000E-8	7.236040E-2
1.065000E-8	7.353569E-2
1.070000E-8	7.459104E-2
1.075000E-8	7.540312E-2
1.080000E-8	7.589996E-2
1.085000E-8	7.613981E-2
1.090000E-8	7.607813E-2
1.095000E-8	7.554360E-2
1.100000E-8	7.453279E-2
1.105000E-8	7.310738E-2
1.110000E-8	7.122281E-2
1.115000E-8	6.893392E-2
1.120000E-8	6.644287E-2
1.125000E-8	6.382504E-2
1.130000E-8	6.105302E-2
1.135000E-8	5.822275E-2
1.140000E-8	5.547471E-2
1.145000E-8	5.287744E-2
1.150000E-8	5.049946E-2
1.155000E-8	4.849154E-2
1.160000E-8	4.693935E-2
1.165000E-8	4.582917E-2
1.170000E-8	4.516101E-2
1.175000E-8	4.494171E-2
1.180000E-8	4.512331E-2
1.185000E-8	4.564414E-2
1.190000E-8	4.654873E-2
1.195000E-8	4.782338E-2
1.200000E-8	4.940984E-2
1.205000E-8	5.127727E-2
1.210000E-8	5.335372E-2
1.215000E-8	5.552611E-2
1.220000E-8	5.780814E-2
1.225000E-8	6.018612E-2
1.230000E-8	6.253326E-2
1.235000E-8	6.473991E-2
1.240000E-8	6.680265E-2
1.245000E-8	6.862554E-2
1.250000E-8	7.009550E-2
1.255000E-8	7.123652E-2
1.260000E-8	7.200405E-2
1.265000E-8	7.227131E-2
1.270000E-8	7.206230E-2
1.275000E-8	7.140441E-2
1.280000E-8	7.023599E-2
1.285000E-8	6.860841E-2
1.290000E-8	6.664503E-2
1.295000E-8	6.439384E-2
1.300000E-8	6.187537E-2
1.305000E-8	5.921985E-2
1.310000E-8	5.655062E-2
1.315000E-8	5.389510E-2
1.320000E-8	5.126699E-2
1.325000E-8	4.879650E-2
1.330000E-8	4.663782E-2
1.335000E-8	4.478067E-2
1.340000E-8	4.320449E-2
1.345000E-8	4.194697E-2
1.350000E-8	4.108007E-2
1.355000E-8	4.061749E-2
1.360000E-8	4.052840E-2
1.365000E-8	4.078882E-2
1.370000E-8	4.140901E-2
1.375000E-8	4.237528E-2
1.380000E-8	4.363965E-2
1.385000E-8	4.512674E-2
1.390000E-8	4.683313E-2
1.395000E-8	4.878622E-2
1.400000E-8	5.088323E-2
1.405000E-8	5.298023E-2
1.410000E-8	5.512521E-2
1.415000E-8	5.741067E-2
1.420000E-8	5.967900E-2
1.425000E-8	6.173146E-2
1.430000E-8	6.359547E-2
1.435000E-8	6.525731E-2
1.440000E-8	6.656965E-2
1.445000E-8	6.742285E-2
1.450000E-8	6.779290E-2
1.455000E-8	6.763871E-2
1.460000E-8	6.706306E-2
1.465000E-8	6.614477E-2
1.470000E-8	6.475362E-2
1.475000E-8	6.282108E-2
1.480000E-8	6.058016E-2
1.485000E-8	5.819876E-2
1.490000E-8	5.561862E-2
1.495000E-8	5.289457E-2
1.500000E-8	5.020821E-2
1.505000E-8	4.761779E-2
1.510000E-8	4.510618E-2
1.515000E-8	4.274534E-2
1.520000E-8	4.061749E-2
1.525000E-8	3.879118E-2
1.530000E-8	3.729038E-2
1.535000E-8	3.610139E-2
1.540000E-8	3.529274E-2
1.545000E-8	3.499807E-2
1.550000E-8	3.518310E-2
1.555000E-8	3.571077E-2
1.560000E-8	3.660166E-2
1.565000E-8	3.789687E-2
1.570000E-8	3.947648E-2
1.575000E-8	4.122055E-2
1.580000E-8	4.309826E-2
1.585000E-8	4.505821E-2
1.590000E-8	4.703186E-2
1.595000E-8	4.903978E-2
1.600000E-8	5.100315E-2
1.605000E-8	5.277122E-2
1.610000E-8	5.439194E-2
1.615000E-8	5.594756E-2
1.620000E-8	5.728389E-2
1.625000E-8	5.825016E-2
1.630000E-8	5.893545E-2
1.635000E-8	5.938775E-2
1.640000E-8	5.947684E-2
1.645000E-8	5.912391E-2
1.650000E-8	5.837694E-2
1.655000E-8	5.728046E-2
1.660000E-8	5.588246E-2
1.665000E-8	5.419321E-2
1.670000E-8	5.223669E-2
1.675000E-8	5.015681E-2
1.680000E-8	4.807009E-2
1.685000E-8	4.594224E-2
1.690000E-8	4.376643E-2
1.695000E-8	4.168655E-2
1.700000E-8	3.976087E-2
1.705000E-8	3.796540E-2
1.710000E-8	3.633439E-2
1.715000E-8	3.487814E-2
1.720000E-8	3.358636E-2
1.725000E-8	3.251044E-2
1.730000E-8	3.180116E-2
1.735000E-8	3.147222E-2
1.740000E-8	3.147564E-2
1.745000E-8	3.184228E-2
1.750000E-8	3.263379E-2
1.755000E-8	3.381936E-2
1.760000E-8	3.536127E-2
1.765000E-8	3.718416E-2
1.770000E-8	3.918865E-2
1.775000E-8	4.129594E-2
1.780000E-8	4.344091E-2
1.785000E-8	4.553792E-2
1.790000E-8	4.753898E-2
1.795000E-8	4.938243E-2
1.800000E-8	5.096889E-2
1.805000E-8	5.228808E-2
1.810000E-8	5.336742E-2
1.815000E-8	5.414866E-2
1.820000E-8	5.459068E-2
1.825000E-8	5.477228E-2
1.830000E-8	5.472774E-2
1.835000E-8	5.436453E-2
1.840000E-8	5.366895E-2
1.845000E-8	5.273353E-2
1.850000E-8	5.156510E-2
1.855000E-8	5.009856E-2
1.860000E-8	4.838532E-2
1.865000E-8	4.653160E-2
1.870000E-8	4.455109E-2
1.875000E-8	4.241639E-2
1.880000E-8	4.022002E-2
1.885000E-8	3.805791E-2
1.890000E-8	3.591294E-2
1.895000E-8	3.391872E-2
1.900000E-8	3.226031E-2
1.905000E-8	3.086230E-2
1.910000E-8	2.963905E-2
1.915000E-8	2.878243E-2
1.920000E-8	2.838839E-2
1.925000E-8	2.828559E-2
1.930000E-8	2.848090E-2
1.935000E-8	2.910795E-2
1.940000E-8	3.011876E-2
1.945000E-8	3.145166E-2
1.950000E-8	3.317518E-2
1.955000E-8	3.521736E-2
1.960000E-8	3.739318E-2
1.965000E-8	3.963409E-2
1.970000E-8	4.196753E-2
1.975000E-8	4.438662E-2
1.980000E-8	4.680572E-2
1.985000E-8	4.904663E-2
1.990000E-8	5.096546E-2
1.995000E-8	5.261703E-2
2.000000E-8	5.405272E-2
2.005000E-8	5.509437E-2
2.010000E-8	5.556037E-2
2.015000E-8	5.552268E-2
2.020000E-8	5.510808E-2
2.025000E-8	5.429600E-2
2.030000E-8	5.305561E-2
2.035000E-8	5.144174E-2
2.040000E-8	4.951949E-2
2.045000E-8	4.730598E-2
2.050000E-8	4.485262E-2
2.055000E-8	4.226563E-2
2.060000E-8	3.959298E-2
2.065000E-8	3.684836E-2
2.070000E-8	3.410033E-2
2.075000E-8	3.148592E-2
2.080000E-8	2.909424E-2
2.085000E-8	2.696297E-2
2.090000E-8	2.514008E-2
2.095000E-8	2.361873E-2
2.100000E-8	2.244687E-2
2.105000E-8	2.177871E-2
2.110000E-8	2.165193E-2
2.115000E-8	2.190891E-2
2.120000E-8	2.257022E-2
2.125000E-8	2.378320E-2
2.130000E-8	2.545875E-2
2.135000E-8	2.732960E-2
2.140000E-8	2.934095E-2
2.145000E-8	3.157844E-2
2.150000E-8	3.401124E-2
2.155000E-8	3.651600E-2
2.160000E-8	3.893166E-2
2.165000E-8	4.116230E-2
2.170000E-8	4.322504E-2
2.175000E-8	4.508220E-2
2.180000E-8	4.659670E-2
2.185000E-8	4.776513E-2
2.190000E-8	4.872454E-2
2.195000E-8	4.945781E-2
2.200000E-8	4.976277E-2
2.205000E-8	4.959144E-2
2.210000E-8	4.909803E-2
2.215000E-8	4.833393E-2
2.220000E-8	4.716550E-2
2.225000E-8	4.557218E-2
2.230000E-8	4.369790E-2
2.235000E-8	4.157005E-2
2.240000E-8	3.914411E-2
2.245000E-8	3.651257E-2
2.250000E-8	3.384334E-2
2.255000E-8	3.122894E-2
2.260000E-8	2.870362E-2
2.265000E-8	2.629823E-2
2.270000E-8	2.411214E-2
2.275000E-8	2.227212E-2
2.280000E-8	2.081587E-2
2.285000E-8	1.971597E-2
2.290000E-8	1.902382E-2
2.295000E-8	1.877711E-2
2.300000E-8	1.892445E-2
2.305000E-8	1.941444E-2
2.310000E-8	2.023679E-2
2.315000E-8	2.139494E-2
2.320000E-8	2.285462E-2
2.325000E-8	2.454045E-2
2.330000E-8	2.643529E-2
2.335000E-8	2.860083E-2
2.340000E-8	3.098566E-2
2.345000E-8	3.337049E-2
2.350000E-8	3.571420E-2
2.355000E-8	3.811616E-2
2.360000E-8	4.039135E-2
2.365000E-8	4.225535E-2
2.370000E-8	4.375957E-2
2.375000E-8	4.498625E-2
2.380000E-8	4.572637E-2
2.385000E-8	4.588399E-2
2.390000E-8	4.565442E-2
2.395000E-8	4.510961E-2
