Study Name	Ni_beamline_2018_01_28
Sample Name	temp_steps
Run Name	600C_spot01
Operator	Cody
Date	1/28/2018
Time	8:34 PM
Sign	FIX
Grating Spacing	04.76um
Channel	2
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	8:40:19 PM
	
Time	Amplitude
0.000000E+0	3.682843E-4
5.000000E-11	3.631454E-4
1.000000E-10	3.494418E-4
1.500000E-10	3.357382E-4
2.000000E-10	3.117569E-4
2.500000E-10	2.946274E-4
3.000000E-10	3.031922E-4
3.500000E-10	3.408771E-4
4.000000E-10	3.939785E-4
4.500000E-10	4.419411E-4
5.000000E-10	4.881908E-4
5.500000E-10	5.327275E-4
6.000000E-10	5.704124E-4
6.500000E-10	6.098102E-4
7.000000E-10	6.457822E-4
7.500000E-10	6.714764E-4
8.000000E-10	6.731894E-4
8.500000E-10	6.457822E-4
9.000000E-10	6.029584E-4
9.500000E-10	5.532829E-4
1.000000E-9	4.967555E-4
1.050000E-9	4.179598E-4
1.100000E-9	3.288864E-4
1.150000E-9	2.518037E-4
1.200000E-9	1.781468E-4
1.250000E-9	9.421225E-5
1.300000E-9	5.481440E-5
1.350000E-9	8.564750E-5
1.400000E-9	1.593044E-4
1.450000E-9	2.432389E-4
1.500000E-9	3.340253E-4
1.550000E-9	4.368023E-4
1.600000E-9	5.498570E-4
1.650000E-9	6.594858E-4
1.700000E-9	7.571239E-4
1.750000E-9	8.273549E-4
1.800000E-9	8.599009E-4
1.850000E-9	8.461973E-4
1.900000E-9	7.913829E-4
1.950000E-9	7.314297E-4
2.000000E-9	6.988836E-4
2.050000E-9	6.851800E-4
2.100000E-9	6.680505E-4
2.150000E-9	6.646246E-4
2.200000E-9	7.108743E-4
2.250000E-9	7.845311E-4
2.300000E-9	8.461973E-4
2.350000E-9	9.164283E-4
2.400000E-9	1.010641E-3
2.450000E-9	1.091149E-3
2.500000E-9	1.123695E-3
2.550000E-9	1.130547E-3
2.600000E-9	1.104853E-3
2.650000E-9	1.022631E-3
2.700000E-9	8.941599E-4
2.750000E-9	7.588369E-4
2.800000E-9	6.269397E-4
2.850000E-9	5.104591E-4
2.900000E-9	4.419411E-4
2.950000E-9	4.128210E-4
3.000000E-9	4.008303E-4
3.050000E-9	4.248116E-4
3.100000E-9	4.779131E-4
3.150000E-9	5.515699E-4
3.200000E-9	6.543469E-4
3.250000E-9	7.776793E-4
3.300000E-9	8.770304E-4
3.350000E-9	9.232801E-4
3.400000E-9	9.301319E-4
3.450000E-9	9.164283E-4
3.500000E-9	8.581880E-4
3.550000E-9	7.588369E-4
