Study Name	W_beamline_2018_02_01
Sample Name	3.7MeV_He_in_W
Run Name	run02
Operator	Cody
Date	2/1/2018
Time	10:34 AM
Sign	NEG
Grating Spacing	04.53um
Channel	2
Number Traces	1000
Files in Batch	0
Batch Number	21
dt	50.000001E-12
time stamp (ms)	10:46:46 AM
	
Time	Amplitude
3.940000E-8	-2.934780E-3
3.945000E-8	-3.333965E-3
3.950000E-8	-3.676613E-3
3.955000E-8	-3.966150E-3
3.960000E-8	-4.147754E-3
3.965000E-8	-4.173453E-3
3.970000E-8	-4.027827E-3
3.975000E-8	-3.664620E-3
3.980000E-8	-3.104391E-3
3.985000E-8	-2.396823E-3
3.990000E-8	-1.540203E-3
3.995000E-8	-5.122587E-4
4.000000E-8	5.825016E-4
4.005000E-8	1.677262E-3
4.010000E-8	2.763456E-3
4.015000E-8	3.717731E-3
4.020000E-8	4.454424E-3
4.025000E-8	4.973536E-3
4.030000E-8	5.355588E-3
4.035000E-8	5.593728E-3
4.040000E-8	5.657118E-3
4.045000E-8	5.559464E-3
4.050000E-8	5.287058E-3
4.055000E-8	4.867315E-3
4.060000E-8	4.370475E-3
4.065000E-8	3.769128E-3
4.070000E-8	3.020442E-3
4.075000E-8	2.237491E-3
4.080000E-8	1.512791E-3
4.085000E-8	7.332667E-4
4.090000E-8	-1.353460E-4
4.095000E-8	-9.525614E-4
4.100000E-8	-1.654990E-3
4.105000E-8	-2.246058E-3
4.110000E-8	-2.667515E-3
4.115000E-8	-2.883383E-3
4.120000E-8	-3.029008E-3
4.125000E-8	-3.107817E-3
4.130000E-8	-3.029008E-3
4.135000E-8	-2.847405E-3
4.140000E-8	-2.633250E-3
4.145000E-8	-2.348852E-3
4.150000E-8	-2.006204E-3
4.155000E-8	-1.672122E-3
4.160000E-8	-1.307202E-3
4.165000E-8	-8.634729E-4
4.170000E-8	-4.231703E-4
4.175000E-8	3.940452E-5
4.180000E-8	5.790751E-4
4.185000E-8	1.134165E-3
4.190000E-8	1.675549E-3
4.195000E-8	2.251197E-3
4.200000E-8	2.785728E-3
4.205000E-8	3.172920E-3
4.210000E-8	3.426480E-3
4.215000E-8	3.539554E-3
4.220000E-8	3.426480E-3
4.225000E-8	3.068413E-3
4.230000E-8	2.513323E-3
4.235000E-8	1.759497E-3
4.240000E-8	8.994510E-4
4.245000E-8	2.398536E-5
4.250000E-8	-8.857451E-4
4.255000E-8	-1.852012E-3
4.260000E-8	-2.773735E-3
4.265000E-8	-3.532701E-3
4.270000E-8	-4.091217E-3
4.275000E-8	-4.452711E-3
4.280000E-8	-4.605189E-3
4.285000E-8	-4.562358E-3
4.290000E-8	-4.370475E-3
4.295000E-8	-4.036393E-3
4.300000E-8	-3.563539E-3
4.305000E-8	-2.960479E-3
4.310000E-8	-2.393396E-3
4.315000E-8	-1.934248E-3
4.320000E-8	-1.531637E-3
4.325000E-8	-1.149584E-3
4.330000E-8	-8.206419E-4
4.335000E-8	-4.574351E-4
4.340000E-8	-2.741184E-5
4.345000E-8	3.940452E-4
4.350000E-8	7.829507E-4
4.355000E-8	1.175283E-3
4.360000E-8	1.516217E-3
4.365000E-8	1.769777E-3
4.370000E-8	2.004491E-3
4.375000E-8	2.230638E-3
4.380000E-8	2.364271E-3
4.385000E-8	2.401962E-3
4.390000E-8	2.401962E-3
4.395000E-8	2.374551E-3
4.400000E-8	2.307734E-3
4.405000E-8	2.206653E-3
4.410000E-8	2.006204E-3
4.415000E-8	1.725233E-3
4.420000E-8	1.440835E-3
4.425000E-8	1.123885E-3
4.430000E-8	7.092813E-4
4.435000E-8	2.227212E-4
4.440000E-8	-2.621257E-4
4.445000E-8	-7.829507E-4
4.450000E-8	-1.386011E-3
4.455000E-8	-2.025050E-3
4.460000E-8	-2.619544E-3
4.465000E-8	-3.130089E-3
4.470000E-8	-3.464171E-3
4.475000E-8	-3.580672E-3
4.480000E-8	-3.568679E-3
4.485000E-8	-3.412774E-3
4.490000E-8	-3.030721E-3
4.495000E-8	-2.446507E-3
4.500000E-8	-1.764637E-3
4.505000E-8	-1.038223E-3
4.510000E-8	-2.055888E-4
4.515000E-8	6.150531E-4
4.520000E-8	1.348320E-3
4.525000E-8	2.088440E-3
4.530000E-8	2.773735E-3
4.535000E-8	3.229457E-3
4.540000E-8	3.541267E-3
4.545000E-8	3.799966E-3
4.550000E-8	3.909614E-3
4.555000E-8	3.808532E-3
4.560000E-8	3.572105E-3
4.565000E-8	3.157501E-3
4.570000E-8	2.542448E-3
4.575000E-8	1.869145E-3
4.580000E-8	1.235246E-3
4.585000E-8	6.047737E-4
4.590000E-8	-5.139720E-5
4.595000E-8	-7.058549E-4
4.600000E-8	-1.300349E-3
4.605000E-8	-1.750931E-3
4.610000E-8	-2.054175E-3
4.615000E-8	-2.316300E-3
4.620000E-8	-2.533882E-3
4.625000E-8	-2.626397E-3
4.630000E-8	-2.621257E-3
4.635000E-8	-2.542448E-3
4.640000E-8	-2.403676E-3
4.645000E-8	-2.222072E-3
4.650000E-8	-2.026763E-3
4.655000E-8	-1.821174E-3
4.660000E-8	-1.577894E-3
4.665000E-8	-1.360313E-3
4.670000E-8	-1.158150E-3
4.675000E-8	-8.788921E-4
4.680000E-8	-4.385894E-4
4.685000E-8	8.223552E-5
4.690000E-8	6.150531E-4
4.695000E-8	1.170143E-3
4.700000E-8	1.752644E-3
4.705000E-8	2.278609E-3
4.710000E-8	2.660662E-3
4.715000E-8	2.879956E-3
4.720000E-8	2.979324E-3
4.725000E-8	2.953626E-3
4.730000E-8	2.775449E-3
4.735000E-8	2.458499E-3
4.740000E-8	2.064454E-3
4.745000E-8	1.588173E-3
4.750000E-8	9.953924E-4
4.755000E-8	3.272288E-4
4.760000E-8	-3.751995E-4
4.765000E-8	-1.074201E-3
4.770000E-8	-1.708100E-3
4.775000E-8	-2.234065E-3
4.780000E-8	-2.686360E-3
4.785000E-8	-3.064986E-3
4.790000E-8	-3.347671E-3
4.795000E-8	-3.570392E-3
4.800000E-8	-3.748569E-3
4.805000E-8	-3.772554E-3
4.810000E-8	-3.582385E-3
4.815000E-8	-3.352811E-3
4.820000E-8	-3.154075E-3
4.825000E-8	-2.850831E-3
4.830000E-8	-2.371124E-3
4.835000E-8	-1.795475E-3
4.840000E-8	-1.151297E-3
4.845000E-8	-4.111776E-4
4.850000E-8	3.923319E-4
4.855000E-8	1.175283E-3
4.860000E-8	1.901696E-3
4.865000E-8	2.557867E-3
4.870000E-8	3.140369E-3
4.875000E-8	3.606370E-3
4.880000E-8	3.911327E-3
4.885000E-8	4.012408E-3
4.890000E-8	3.931886E-3
4.895000E-8	3.662907E-3
4.900000E-8	3.255156E-3
4.905000E-8	2.814853E-3
4.910000E-8	2.384830E-3
4.915000E-8	1.877711E-3
4.920000E-8	1.331187E-3
4.925000E-8	8.429141E-4
4.930000E-8	4.608615E-4
4.935000E-8	1.524784E-4
4.940000E-8	-1.027944E-4
4.945000E-8	-3.666334E-4
4.950000E-8	-6.595974E-4
4.955000E-8	-9.080172E-4
4.960000E-8	-1.127312E-3
4.965000E-8	-1.386011E-3
4.970000E-8	-1.601879E-3
4.975000E-8	-1.622438E-3
4.980000E-8	-1.547056E-3
4.985000E-8	-1.502511E-3
4.990000E-8	-1.411710E-3
4.995000E-8	-1.187275E-3
5.000000E-8	-8.908848E-4
5.005000E-8	-6.047737E-4
5.010000E-8	-2.689787E-4
5.015000E-8	1.216400E-4
5.020000E-8	4.916999E-4
5.025000E-8	8.274949E-4
5.030000E-8	1.163290E-3
5.035000E-8	1.457967E-3
5.040000E-8	1.689255E-3
5.045000E-8	1.918829E-3
5.050000E-8	2.170675E-3
5.055000E-8	2.384830E-3
5.060000E-8	2.472205E-3
5.065000E-8	2.446507E-3
5.070000E-8	2.343712E-3
5.075000E-8	2.168962E-3
5.080000E-8	1.922255E-3
5.085000E-8	1.569328E-3
5.090000E-8	1.130738E-3
5.095000E-8	6.921489E-4
5.100000E-8	2.415668E-4
5.105000E-8	-3.118097E-4
5.110000E-8	-9.525614E-4
5.115000E-8	-1.557335E-3
5.120000E-8	-2.043895E-3
5.125000E-8	-2.453360E-3
5.130000E-8	-2.828559E-3
5.135000E-8	-3.152362E-3
5.140000E-8	-3.448752E-3
5.145000E-8	-3.704025E-3
5.150000E-8	-3.875349E-3
5.155000E-8	-3.925033E-3
5.160000E-8	-3.810246E-3
5.165000E-8	-3.483017E-3
5.170000E-8	-2.900515E-3
5.175000E-8	-2.156969E-3
5.180000E-8	-1.415136E-3
5.185000E-8	-7.503991E-4
5.190000E-8	-9.251496E-5
5.195000E-8	5.687957E-4
5.200000E-8	1.168430E-3
5.205000E-8	1.646424E-3
5.210000E-8	2.006204E-3
5.215000E-8	2.270043E-3
5.220000E-8	2.429374E-3
5.225000E-8	2.468779E-3
5.230000E-8	2.437940E-3
5.235000E-8	2.401962E-3
5.240000E-8	2.374551E-3
5.245000E-8	2.333433E-3
5.250000E-8	2.218646E-3
5.255000E-8	2.069594E-3
5.260000E-8	1.920542E-3
5.265000E-8	1.750931E-3
5.270000E-8	1.535063E-3
5.275000E-8	1.284930E-3
5.280000E-8	1.003959E-3
5.285000E-8	5.825016E-4
5.290000E-8	4.283100E-5
5.295000E-8	-4.985528E-4
5.300000E-8	-1.024517E-3
5.305000E-8	-1.598453E-3
5.310000E-8	-2.086726E-3
5.315000E-8	-2.403676E-3
5.320000E-8	-2.633250E-3
5.325000E-8	-2.772022E-3
5.330000E-8	-2.710346E-3
5.335000E-8	-2.509897E-3
5.340000E-8	-2.273469E-3
5.345000E-8	-1.925682E-3
5.350000E-8	-1.480239E-3
5.355000E-8	-1.050216E-3
5.360000E-8	-6.373253E-4
5.365000E-8	-1.816034E-4
5.370000E-8	2.929640E-4
5.375000E-8	7.675315E-4
5.380000E-8	1.262658E-3
5.385000E-8	1.732086E-3
5.390000E-8	2.182668E-3
5.395000E-8	2.641816E-3
5.400000E-8	3.061560E-3
5.405000E-8	3.354524E-3
5.410000E-8	3.536127E-3
5.415000E-8	3.628642E-3
5.420000E-8	3.587524E-3
5.425000E-8	3.459031E-3
5.430000E-8	3.267149E-3
5.435000E-8	2.950199E-3
5.440000E-8	2.509897E-3
5.445000E-8	2.030189E-3
5.450000E-8	1.483666E-3
5.455000E-8	8.206419E-4
5.460000E-8	1.576181E-4
5.465000E-8	-4.385894E-4
5.470000E-8	-9.696938E-4
5.475000E-8	-1.442548E-3
5.480000E-8	-1.790336E-3
5.485000E-8	-1.963373E-3
5.490000E-8	-2.002778E-3
5.495000E-8	-1.961660E-3
5.500000E-8	-1.862292E-3
5.505000E-8	-1.670409E-3
5.510000E-8	-1.372305E-3
5.515000E-8	-1.096474E-3
5.520000E-8	-9.011642E-4
5.525000E-8	-6.390385E-4
5.530000E-8	-2.278609E-4
5.535000E-8	1.816034E-4
5.540000E-8	5.088323E-4
5.545000E-8	8.600465E-4
5.550000E-8	1.243812E-3
5.555000E-8	1.571041E-3
5.560000E-8	1.850299E-3
5.565000E-8	2.141550E-3
5.570000E-8	2.472205E-3
5.575000E-8	2.777162E-3
5.580000E-8	2.953626E-3
5.585000E-8	2.979324E-3
5.590000E-8	2.909081E-3
5.595000E-8	2.715485E-3
5.600000E-8	2.338573E-3
5.605000E-8	1.932535E-3
5.610000E-8	1.584747E-3
5.615000E-8	1.158150E-3
5.620000E-8	5.739354E-4
5.625000E-8	-5.139720E-6
5.630000E-8	-5.054058E-4
5.635000E-8	-9.679806E-4
5.640000E-8	-1.360313E-3
5.645000E-8	-1.607019E-3
5.650000E-8	-1.720093E-3
5.655000E-8	-1.732086E-3
5.660000E-8	-1.613872E-3
5.665000E-8	-1.384298E-3
5.670000E-8	-1.069062E-3
5.675000E-8	-6.870092E-4
5.680000E-8	-2.278609E-4
5.685000E-8	1.439122E-4
5.690000E-8	3.717731E-4
5.695000E-8	5.893545E-4
5.700000E-8	8.977377E-4
5.705000E-8	1.211261E-3
5.710000E-8	1.488806E-3
5.715000E-8	1.744078E-3
5.720000E-8	2.031903E-3
5.725000E-8	2.324867E-3
5.730000E-8	2.612691E-3
5.735000E-8	2.876530E-3
5.740000E-8	3.071839E-3
5.745000E-8	3.191766E-3
5.750000E-8	3.226031E-3
5.755000E-8	3.071839E-3
5.760000E-8	2.737757E-3
5.765000E-8	2.333433E-3
5.770000E-8	1.953094E-3
5.775000E-8	1.577894E-3
5.780000E-8	1.130738E-3
5.785000E-8	5.979207E-4
5.790000E-8	9.765468E-5
5.795000E-8	-3.083832E-4
5.800000E-8	-6.458915E-4
5.805000E-8	-9.148701E-4
5.810000E-8	-1.067348E-3
5.815000E-8	-1.154724E-3
5.820000E-8	-1.192415E-3
5.825000E-8	-1.199268E-3
5.830000E-8	-1.245525E-3
5.835000E-8	-1.322621E-3
5.840000E-8	-1.356886E-3
5.845000E-8	-1.324334E-3
5.850000E-8	-1.298636E-3
5.855000E-8	-1.259231E-3
5.860000E-8	-1.204408E-3
5.865000E-8	-1.123885E-3
5.870000E-8	-9.251496E-4
5.875000E-8	-5.225382E-4
5.880000E-8	5.139720E-6
5.885000E-8	5.756486E-4
5.890000E-8	1.163290E-3
5.895000E-8	1.713240E-3
5.900000E-8	2.167249E-3
5.905000E-8	2.547588E-3
5.910000E-8	2.895376E-3
5.915000E-8	3.118097E-3
5.920000E-8	3.171207E-3
5.925000E-8	3.071839E-3
5.930000E-8	2.768596E-3
5.935000E-8	2.288889E-3
5.940000E-8	1.718380E-3
5.945000E-8	1.087907E-3
5.950000E-8	4.300232E-4
5.955000E-8	-2.021623E-4
5.960000E-8	-8.120757E-4
5.965000E-8	-1.409996E-3
5.970000E-8	-1.886277E-3
5.975000E-8	-2.105572E-3
5.980000E-8	-2.136410E-3
5.985000E-8	-2.085013E-3
5.990000E-8	-1.927395E-3
5.995000E-8	-1.713240E-3
6.000000E-8	-1.553909E-3
6.005000E-8	-1.415136E-3
6.010000E-8	-1.240386E-3
6.015000E-8	-1.096474E-3
6.020000E-8	-1.045076E-3
6.025000E-8	-1.033084E-3
6.030000E-8	-1.010812E-3
6.035000E-8	-8.788921E-4
6.040000E-8	-5.944943E-4
6.045000E-8	-2.449933E-4
6.050000E-8	7.880904E-5
6.055000E-8	4.420159E-4
6.060000E-8	8.668994E-4
6.065000E-8	1.298636E-3
6.070000E-8	1.726946E-3
6.075000E-8	2.115851E-3
6.080000E-8	2.401962E-3
6.085000E-8	2.527029E-3
6.090000E-8	2.516749E-3
6.095000E-8	2.389970E-3
6.100000E-8	2.174102E-3
6.105000E-8	1.875998E-3
6.110000E-8	1.504225E-3
6.115000E-8	1.115319E-3
6.120000E-8	7.195608E-4
6.125000E-8	2.518463E-4
6.130000E-8	-2.278609E-4
6.135000E-8	-5.859281E-4
6.140000E-8	-8.617597E-4
6.145000E-8	-1.120459E-3
6.150000E-8	-1.363739E-3
6.155000E-8	-1.533350E-3
6.160000E-8	-1.625865E-3
6.165000E-8	-1.627578E-3
6.170000E-8	-1.552195E-3
6.175000E-8	-1.440835E-3
6.180000E-8	-1.310629E-3
6.185000E-8	-1.187275E-3
6.190000E-8	-1.077628E-3
6.195000E-8	-9.474217E-4
6.200000E-8	-7.486859E-4
6.205000E-8	-5.293911E-4
6.210000E-8	-2.638390E-4
6.215000E-8	4.797072E-5
6.220000E-8	3.426480E-4
6.225000E-8	6.373253E-4
6.230000E-8	1.017665E-3
6.235000E-8	1.481953E-3
6.240000E-8	1.893130E-3
6.245000E-8	2.235778E-3
6.250000E-8	2.509897E-3
6.255000E-8	2.665801E-3
6.260000E-8	2.665801E-3
6.265000E-8	2.586992E-3
6.270000E-8	2.470492E-3
6.275000E-8	2.294028E-3
6.280000E-8	1.987358E-3
6.285000E-8	1.569328E-3
6.290000E-8	1.115319E-3
6.295000E-8	6.219061E-4
6.300000E-8	5.139720E-5
6.305000E-8	-5.054058E-4
6.310000E-8	-9.234363E-4
6.315000E-8	-1.223253E-3
6.320000E-8	-1.439122E-3
6.325000E-8	-1.631004E-3
6.330000E-8	-1.757784E-3
6.335000E-8	-1.762924E-3
6.340000E-8	-1.706387E-3
6.345000E-8	-1.651563E-3
6.350000E-8	-1.579607E-3
6.355000E-8	-1.445975E-3
6.360000E-8	-1.326048E-3
6.365000E-8	-1.235246E-3
6.370000E-8	-1.168430E-3
6.375000E-8	-1.122172E-3
6.380000E-8	-1.096474E-3
6.385000E-8	-1.027944E-3
6.390000E-8	-8.737524E-4
6.395000E-8	-6.236193E-4
6.400000E-8	-2.724052E-4
6.405000E-8	1.319195E-4
6.410000E-8	5.105455E-4
6.415000E-8	9.200099E-4
6.420000E-8	1.329474E-3
6.425000E-8	1.565901E-3
6.430000E-8	1.517931E-3
6.435000E-8	1.362026E-3
6.440000E-8	1.197555E-3
6.445000E-8	9.234363E-4
6.450000E-8	5.036925E-4
6.455000E-8	5.311044E-5
6.460000E-8	-3.769128E-4
6.465000E-8	-8.257817E-4
6.470000E-8	-1.274651E-3
6.475000E-8	-1.694394E-3
6.480000E-8	-2.098719E-3
6.485000E-8	-2.437940E-3
6.490000E-8	-2.679507E-3
6.495000E-8	-2.886809E-3
6.500000E-8	-3.104391E-3
6.505000E-8	-3.231171E-3
6.510000E-8	-3.231171E-3
6.515000E-8	-3.118097E-3
6.520000E-8	-2.879956E-3
6.525000E-8	-2.509897E-3
6.530000E-8	-2.052461E-3
6.535000E-8	-1.545342E-3
6.540000E-8	-9.748335E-4
6.545000E-8	-3.666334E-4
6.550000E-8	2.398536E-4
6.555000E-8	8.480538E-4
6.560000E-8	1.391151E-3
6.565000E-8	1.822887E-3
6.570000E-8	2.162109E-3
6.575000E-8	2.395109E-3
6.580000E-8	2.443080E-3
6.585000E-8	2.372837E-3
6.590000E-8	2.261477E-3
6.595000E-8	2.079873E-3
6.600000E-8	1.800615E-3
6.605000E-8	1.466533E-3
6.610000E-8	1.115319E-3
6.615000E-8	7.401197E-4
6.620000E-8	3.871922E-4
6.625000E-8	9.251496E-5
6.630000E-8	-1.319195E-4
6.635000E-8	-3.357950E-4
6.640000E-8	-5.345309E-4
6.645000E-8	-6.921489E-4
6.650000E-8	-7.486859E-4
6.655000E-8	-7.109946E-4
6.660000E-8	-6.801563E-4
6.665000E-8	-7.606785E-4
6.670000E-8	-9.337158E-4
6.675000E-8	-1.158150E-3
6.680000E-8	-1.370592E-3
6.685000E-8	-1.529923E-3
6.690000E-8	-1.612159E-3
6.695000E-8	-1.670409E-3
6.700000E-8	-1.728659E-3
6.705000E-8	-1.752644E-3
6.710000E-8	-1.723519E-3
6.715000E-8	-1.660130E-3
6.720000E-8	-1.536776E-3
6.725000E-8	-1.379158E-3
6.730000E-8	-1.200981E-3
6.735000E-8	-9.851130E-4
6.740000E-8	-6.801563E-4
6.745000E-8	-3.477877E-4
6.750000E-8	-3.769128E-5
6.755000E-8	2.621257E-4
6.760000E-8	5.293911E-4
6.765000E-8	7.486859E-4
6.770000E-8	9.508482E-4
6.775000E-8	1.103327E-3
6.780000E-8	1.142731E-3
6.785000E-8	1.106753E-3
6.790000E-8	1.053643E-3
6.795000E-8	9.148701E-4
6.800000E-8	6.390385E-4
6.805000E-8	2.946773E-4
6.810000E-8	-6.510312E-5
6.815000E-8	-4.951263E-4
6.820000E-8	-9.833997E-4
6.825000E-8	-1.464820E-3
6.830000E-8	-1.869145E-3
6.835000E-8	-2.156969E-3
6.840000E-8	-2.244344E-3
6.845000E-8	-2.119278E-3
6.850000E-8	-1.867432E-3
6.855000E-8	-1.533350E-3
6.860000E-8	-1.077628E-3
6.865000E-8	-5.122587E-4
6.870000E-8	3.940452E-5
6.875000E-8	5.122587E-4
6.880000E-8	9.611276E-4
6.885000E-8	1.387724E-3
6.890000E-8	1.690968E-3
6.895000E-8	1.829740E-3
6.900000E-8	1.853726E-3
6.905000E-8	1.783483E-3
6.910000E-8	1.562475E-3
6.915000E-8	1.230106E-3
6.920000E-8	9.611276E-4
6.925000E-8	8.103625E-4
6.930000E-8	7.658183E-4
6.935000E-8	8.103625E-4
6.940000E-8	8.908848E-4
6.945000E-8	9.902527E-4
6.950000E-8	1.127312E-3
6.955000E-8	1.254092E-3
6.960000E-8	1.329474E-3
6.965000E-8	1.370592E-3
6.970000E-8	1.341467E-3
6.975000E-8	1.134165E-3
6.980000E-8	8.257817E-4
6.985000E-8	5.499500E-4
6.990000E-8	2.381404E-4
6.995000E-8	-1.730372E-4
7.000000E-8	-5.756486E-4
7.005000E-8	-8.583332E-4
7.010000E-8	-1.050216E-3
7.015000E-8	-1.178709E-3
7.020000E-8	-1.176996E-3
7.025000E-8	-1.009098E-3
7.030000E-8	-7.401197E-4
7.035000E-8	-4.797072E-4
7.040000E-8	-2.586992E-4
7.045000E-8	-2.741184E-5
7.050000E-8	2.586992E-4
7.055000E-8	5.345309E-4
7.060000E-8	7.452594E-4
7.065000E-8	9.611276E-4
7.070000E-8	1.235246E-3
7.075000E-8	1.495658E-3
7.080000E-8	1.661843E-3
7.085000E-8	1.726946E-3
7.090000E-8	1.761211E-3
7.095000E-8	1.733799E-3
7.100000E-8	1.538489E-3
7.105000E-8	1.200981E-3
7.110000E-8	8.069360E-4
7.115000E-8	4.403027E-4
7.120000E-8	7.709580E-5
7.125000E-8	-2.004491E-4
7.130000E-8	-3.306553E-4
7.135000E-8	-3.666334E-4
7.140000E-8	-4.488689E-4
7.145000E-8	-5.550897E-4
7.150000E-8	-5.619427E-4
7.155000E-8	-5.259647E-4
7.160000E-8	-5.602295E-4
7.165000E-8	-6.630239E-4
7.170000E-8	-8.052228E-4
7.175000E-8	-9.988189E-4
7.180000E-8	-1.243812E-3
7.185000E-8	-1.485379E-3
7.190000E-8	-1.790336E-3
7.195000E-8	-2.098719E-3
7.200000E-8	-2.292315E-3
7.205000E-8	-2.371124E-3
7.210000E-8	-2.400249E-3
7.215000E-8	-2.316300E-3
7.220000E-8	-2.124418E-3
7.225000E-8	-1.872571E-3
7.230000E-8	-1.548769E-3
7.235000E-8	-1.194128E-3
7.240000E-8	-8.960245E-4
7.245000E-8	-6.150531E-4
7.250000E-8	-3.323686E-4
7.255000E-8	-9.936792E-5
7.260000E-8	1.490519E-4
7.265000E-8	4.745675E-4
7.270000E-8	7.743845E-4
7.275000E-8	9.559879E-4
7.280000E-8	1.081054E-3
7.285000E-8	1.149584E-3
7.290000E-8	1.074201E-3
7.295000E-8	9.080172E-4
7.300000E-8	7.435461E-4
7.305000E-8	4.951263E-4
7.310000E-8	9.936792E-5
7.315000E-8	-3.940452E-4
7.320000E-8	-8.806053E-4
7.325000E-8	-1.386011E-3
7.330000E-8	-1.917116E-3
7.335000E-8	-2.396823E-3
7.340000E-8	-2.749750E-3
7.345000E-8	-2.982751E-3
7.350000E-8	-3.112957E-3
7.355000E-8	-3.104391E-3
7.360000E-8	-2.999883E-3
7.365000E-8	-2.871390E-3
7.370000E-8	-2.720625E-3
7.375000E-8	-2.528742E-3
7.380000E-8	-2.304308E-3
7.385000E-8	-2.047322E-3
7.390000E-8	-1.735512E-3
7.395000E-8	-1.418563E-3
7.400000E-8	-1.147871E-3
7.405000E-8	-9.200099E-4
7.410000E-8	-7.178475E-4
7.415000E-8	-4.934131E-4
7.420000E-8	-2.347139E-4
7.425000E-8	1.713240E-5
7.430000E-8	2.501330E-4
7.435000E-8	4.831337E-4
7.440000E-8	7.555388E-4
7.445000E-8	1.069062E-3
7.450000E-8	1.329474E-3
7.455000E-8	1.445975E-3
7.460000E-8	1.382585E-3
7.465000E-8	1.159863E-3
7.470000E-8	8.155022E-4
7.475000E-8	3.529274E-4
7.480000E-8	-1.970226E-4
7.485000E-8	-8.035095E-4
7.490000E-8	-1.372305E-3
7.495000E-8	-1.867432E-3
7.500000E-8	-2.295742E-3
7.505000E-8	-2.636676E-3
7.510000E-8	-2.881670E-3
7.515000E-8	-2.998170E-3
7.520000E-8	-2.919361E-3
7.525000E-8	-2.590419E-3
7.530000E-8	-2.108998E-3
7.535000E-8	-1.610446E-3
7.540000E-8	-1.105040E-3
7.545000E-8	-5.859281E-4
7.550000E-8	-9.936792E-5
7.555000E-8	3.255156E-4
7.560000E-8	7.212740E-4
7.565000E-8	1.019378E-3
7.570000E-8	1.171856E-3
7.575000E-8	1.260945E-3
7.580000E-8	1.355173E-3
7.585000E-8	1.423702E-3
7.590000E-8	1.452827E-3
7.595000E-8	1.492232E-3
7.600000E-8	1.613872E-3
7.605000E-8	1.792049E-3
7.610000E-8	1.971939E-3
7.615000E-8	2.110712E-3
7.620000E-8	2.234065E-3
7.625000E-8	2.340286E-3
7.630000E-8	2.422521E-3
7.635000E-8	2.431087E-3
7.640000E-8	2.341999E-3
7.645000E-8	2.167249E-3
7.650000E-8	1.838306E-3
7.655000E-8	1.320908E-3
7.660000E-8	7.418329E-4
7.665000E-8	1.953094E-4
7.670000E-8	-3.683466E-4
7.675000E-8	-1.017665E-3
7.680000E-8	-1.595026E-3
7.685000E-8	-2.004491E-3
7.690000E-8	-2.348852E-3
7.695000E-8	-2.667515E-3
7.700000E-8	-2.828559E-3
7.705000E-8	-2.782302E-3
7.710000E-8	-2.650382E-3
7.715000E-8	-2.398536E-3
7.720000E-8	-1.982219E-3
7.725000E-8	-1.505938E-3
7.730000E-8	-1.091334E-3
7.735000E-8	-6.972887E-4
7.740000E-8	-2.741184E-4
7.745000E-8	1.559048E-4
7.750000E-8	5.636559E-4
7.755000E-8	8.874583E-4
7.760000E-8	1.108466E-3
7.765000E-8	1.327761E-3
7.770000E-8	1.547056E-3
7.775000E-8	1.725233E-3
7.780000E-8	1.906836E-3
7.785000E-8	2.153543E-3
7.790000E-8	2.365984E-3
7.795000E-8	2.458499E-3
7.800000E-8	2.540735E-3
7.805000E-8	2.590419E-3
7.810000E-8	2.446507E-3
7.815000E-8	2.141550E-3
7.820000E-8	1.783483E-3
7.825000E-8	1.386011E-3
7.830000E-8	8.925980E-4
7.835000E-8	2.861111E-4
7.840000E-8	-3.632069E-4
7.845000E-8	-9.662673E-4
7.850000E-8	-1.447688E-3
7.855000E-8	-1.840020E-3
7.860000E-8	-2.126131E-3
7.865000E-8	-2.252911E-3
7.870000E-8	-2.237491E-3
7.875000E-8	-2.095292E-3
7.880000E-8	-1.810895E-3
7.885000E-8	-1.428842E-3
7.890000E-8	-1.070775E-3
7.895000E-8	-7.658183E-4
7.900000E-8	-4.283100E-4
7.905000E-8	-2.055888E-5
7.910000E-8	3.460745E-4
7.915000E-8	6.116267E-4
7.920000E-8	8.103625E-4
7.925000E-8	9.508482E-4
7.930000E-8	1.005672E-3
7.935000E-8	9.799733E-4
7.940000E-8	9.097304E-4
7.945000E-8	7.829507E-4
7.950000E-8	5.807883E-4
7.955000E-8	4.146041E-4
7.960000E-8	3.289421E-4
7.965000E-8	3.100964E-4
7.970000E-8	2.878243E-4
7.975000E-8	2.775449E-4
7.980000E-8	2.775449E-4
7.985000E-8	3.238024E-4
7.990000E-8	4.317365E-4
7.995000E-8	5.259647E-4
8.000000E-8	5.208249E-4
8.005000E-8	3.906187E-4
8.010000E-8	1.233533E-4
8.015000E-8	-3.392215E-4
8.020000E-8	-9.594144E-4
8.025000E-8	-1.586460E-3
8.030000E-8	-2.144976E-3
8.035000E-8	-2.629823E-3
8.040000E-8	-2.987890E-3
8.045000E-8	-3.171207E-3
8.050000E-8	-3.193479E-3
8.055000E-8	-3.063273E-3
8.060000E-8	-2.749750E-3
8.065000E-8	-2.282036E-3
8.070000E-8	-1.785196E-3
8.075000E-8	-1.274651E-3
8.080000E-8	-7.264137E-4
8.085000E-8	-1.284930E-4
8.090000E-8	4.711410E-4
8.095000E-8	1.017665E-3
8.100000E-8	1.493945E-3
8.105000E-8	1.954807E-3
8.110000E-8	2.408815E-3
8.115000E-8	2.766883E-3
8.120000E-8	2.945059E-3
8.125000E-8	3.023869E-3
